Days for shipping (real),Days for shipment (scheduled),Delivery Status,Customer Segment,Latitude,Longitude,Order City,order date (DateOrders),Order Item Id,Order Item Quantity,Order State,Order Status,shipping date (DateOrders),Shipping Mode,User ID,Admin Recomended Slots/Previous Optimized Delivered Slots,Parcel Delivered in This Slot,Machine Prediction
4.0,2.0,Late delivery,Consumer,18.3590126,-66.07813263,Solapur,02-04-2016 06:37,68504.0,1.0,Maharashtra,COMPLETE,02-08-2016 06:37,Second Class,333.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
4.0,2.0,Late delivery,Consumer,18.3590126,-66.07813263,Solapur,02-04-2016 06:37,68503.0,1.0,Maharashtra,COMPLETE,02-08-2016 06:37,Second Class,333.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
5.0,4.0,Late delivery,Consumer,40.6487999,-73.94863892,Nasik,1/24/2016 22:13,66717.0,1.0,Maharashtra,PENDING,1/29/2016 22:13,Standard Class,336.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
5.0,4.0,Late delivery,Consumer,40.6487999,-73.94863892,Nasik,1/24/2016 22:13,66718.0,1.0,Maharashtra,PENDING,1/29/2016 22:13,Standard Class,336.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
5.0,4.0,Late delivery,Corporate,32.87127686,-97.32331848,Kalyan,11-02-2015 15:30,52314.0,3.0,Maharashtra,PROCESSING,11-07-2015 15:30,Standard Class,343.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
5.0,4.0,Late delivery,Corporate,32.87127686,-97.32331848,Kalyan,11-02-2015 15:30,52312.0,3.0,Maharashtra,PROCESSING,11-07-2015 15:30,Standard Class,343.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
5.0,4.0,Late delivery,Corporate,32.87127686,-97.32331848,Kalyan,11-02-2015 15:30,52316.0,5.0,Maharashtra,PROCESSING,11-07-2015 15:30,Standard Class,343.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
5.0,4.0,Late delivery,Corporate,32.87127686,-97.32331848,Kalyan,11-02-2015 15:30,52315.0,1.0,Maharashtra,PROCESSING,11-07-2015 15:30,Standard Class,343.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
5.0,4.0,Late delivery,Corporate,32.87127686,-97.32331848,Kalyan,11-02-2015 15:30,52313.0,1.0,Maharashtra,PROCESSING,11-07-2015 15:30,Standard Class,343.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2.0,1.0,Late delivery,Consumer,18.24761581,-66.02522278,Faridabad,1/15/2016 5:36,65032.0,1.0,Haryana,COMPLETE,1/17/2016 5:36,First Class,363.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Consumer,18.24761581,-66.02522278,Faridabad,1/15/2016 5:36,65029.0,3.0,Haryana,COMPLETE,1/17/2016 5:36,First Class,363.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2.0,1.0,Late delivery,Consumer,18.24761581,-66.02522278,Faridabad,1/15/2016 5:36,65028.0,2.0,Haryana,COMPLETE,1/17/2016 5:36,First Class,363.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2.0,1.0,Late delivery,Consumer,18.24761581,-66.02522278,Faridabad,1/15/2016 5:36,65030.0,1.0,Haryana,COMPLETE,1/17/2016 5:36,First Class,363.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,1.0,Late delivery,Consumer,18.24761581,-66.02522278,Faridabad,1/15/2016 5:36,65031.0,4.0,Haryana,COMPLETE,1/17/2016 5:36,First Class,363.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2.0,1.0,Late delivery,Home Office,18.24754334,-66.0253067,Delhi,2/14/2016 20:16,70237.0,1.0,Delhi,PENDING_PAYMENT,2/16/2016 20:16,First Class,376.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Home Office,18.24754334,-66.0253067,Delhi,2/14/2016 20:16,70241.0,1.0,Delhi,PENDING_PAYMENT,2/16/2016 20:16,First Class,376.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Home Office,18.24754334,-66.0253067,Delhi,2/14/2016 20:16,70238.0,1.0,Delhi,PENDING_PAYMENT,2/16/2016 20:16,First Class,376.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Home Office,18.24754334,-66.0253067,Delhi,2/14/2016 20:16,70239.0,3.0,Delhi,PENDING_PAYMENT,2/16/2016 20:16,First Class,376.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Home Office,18.24754334,-66.0253067,Delhi,2/14/2016 20:16,70240.0,1.0,Delhi,PENDING_PAYMENT,2/16/2016 20:16,First Class,376.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Consumer,18.24751091,-66.02523804,Visakhapatnam,3/13/2016 20:14,75009.0,5.0,Andhra Pradesh,PROCESSING,3/19/2016 20:14,Standard Class,387.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Consumer,18.24751091,-66.02523804,Visakhapatnam,3/13/2016 20:14,75010.0,1.0,Andhra Pradesh,PROCESSING,3/19/2016 20:14,Standard Class,387.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
6.0,4.0,Late delivery,Consumer,18.24751091,-66.02523804,Visakhapatnam,3/13/2016 20:14,75008.0,3.0,Andhra Pradesh,PROCESSING,3/19/2016 20:14,Standard Class,387.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2.0,2.0,Shipping on time,Corporate,18.24760056,-66.02527618,Mumbai,2/20/2016 19:33,71296.0,2.0,Maharashtra,PROCESSING,2/22/2016 19:33,Second Class,400.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,2.0,Shipping on time,Corporate,18.24760056,-66.02527618,Mumbai,2/20/2016 19:33,71295.0,1.0,Maharashtra,PROCESSING,2/22/2016 19:33,Second Class,400.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
2.0,2.0,Shipping on time,Corporate,18.24760056,-66.02527618,Mumbai,2/20/2016 19:33,71293.0,1.0,Maharashtra,PROCESSING,2/22/2016 19:33,Second Class,400.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
2.0,2.0,Shipping on time,Corporate,18.24760056,-66.02527618,Mumbai,2/20/2016 19:33,71294.0,3.0,Maharashtra,PROCESSING,2/22/2016 19:33,Second Class,400.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
3.0,4.0,Advance shipping,Consumer,18.22758293,-66.04355621,Jamshedpur,2/23/2016 23:14,71844.0,2.0,Jharkhand,COMPLETE,2/26/2016 23:14,Standard Class,404.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Consumer,18.22758293,-66.04355621,Jamshedpur,2/23/2016 23:14,71846.0,2.0,Jharkhand,COMPLETE,2/26/2016 23:14,Standard Class,404.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Consumer,18.22758293,-66.04355621,Jamshedpur,2/23/2016 23:14,71843.0,5.0,Jharkhand,COMPLETE,2/26/2016 23:14,Standard Class,404.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Consumer,18.22758293,-66.04355621,Jamshedpur,2/23/2016 23:14,71845.0,1.0,Jharkhand,COMPLETE,2/26/2016 23:14,Standard Class,404.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
0.0,0.0,Shipping on time,Consumer,36.03313446,-79.79693604,Varanasi,3/13/2016 1:39,74897.0,4.0,Uttar Pradesh,CLOSED,3/13/2016 13:39,Same Day,409.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5.0,2.0,Late delivery,Consumer,36.03313446,-79.79693604,Patiala,12-03-2015 21:15,57786.0,1.0,Punyab,PENDING,12-08-2015 21:15,Second Class,409.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
0.0,0.0,Shipping on time,Consumer,36.03313446,-79.79693604,Varanasi,3/13/2016 1:39,74896.0,5.0,Uttar Pradesh,CLOSED,3/13/2016 13:39,Same Day,409.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
0.0,0.0,Shipping on time,Consumer,36.03313446,-79.79693604,Varanasi,3/13/2016 1:39,74895.0,4.0,Uttar Pradesh,CLOSED,3/13/2016 13:39,Same Day,409.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Corporate,18.22758865,-66.04354096,Jaipur,01-03-2016 22:05,63173.0,1.0,Rajastan,PENDING_PAYMENT,01-09-2016 22:05,Standard Class,427.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
6.0,4.0,Late delivery,Corporate,18.22758865,-66.04354096,Jaipur,01-03-2016 22:05,63175.0,1.0,Rajastan,PENDING_PAYMENT,01-09-2016 22:05,Standard Class,427.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Corporate,18.22758865,-66.04354096,Jaipur,01-03-2016 22:05,63174.0,2.0,Rajastan,PENDING_PAYMENT,01-09-2016 22:05,Standard Class,427.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Corporate,18.22758865,-66.04354096,Jaipur,01-03-2016 22:05,63172.0,4.0,Rajastan,PENDING_PAYMENT,01-09-2016 22:05,Standard Class,427.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2.0,4.0,Advance shipping,Consumer,41.44664383,-82.70783997,Bangalore,12/21/2015 5:06,60694.0,5.0,Karnataka,PENDING,12/23/2015 5:06,Standard Class,431.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
2.0,4.0,Advance shipping,Consumer,41.44664383,-82.70783997,Bangalore,12/21/2015 5:06,60693.0,1.0,Karnataka,PENDING,12/23/2015 5:06,Standard Class,431.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
3.0,4.0,Advance shipping,Consumer,18.22759628,-66.04355621,Raipur,2/19/2016 8:52,71034.0,1.0,Uttarakhand,COMPLETE,2/22/2016 8:52,Standard Class,439.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
3.0,4.0,Advance shipping,Consumer,18.22759628,-66.04355621,Raipur,2/19/2016 8:52,71035.0,2.0,Uttarakhand,COMPLETE,2/22/2016 8:52,Standard Class,439.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
3.0,4.0,Advance shipping,Consumer,18.22759628,-66.04355621,Raipur,2/19/2016 8:52,71036.0,3.0,Uttarakhand,COMPLETE,2/22/2016 8:52,Standard Class,439.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
6.0,4.0,Late delivery,Consumer,38.84942627,-104.9264526,Anantapur,11/18/2015 17:14,55130.0,2.0,Andhra Pradesh,PENDING,11/24/2015 17:14,Standard Class,455.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Consumer,38.84942627,-104.9264526,Anantapur,11/18/2015 17:14,55129.0,2.0,Andhra Pradesh,PENDING,11/24/2015 17:14,Standard Class,455.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2.0,1.0,Late delivery,Consumer,35.81321335,-78.87046814,Hubli,11/16/2015 11:38,54735.0,1.0,Karnataka,COMPLETE,11/18/2015 11:38,First Class,464.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2.0,1.0,Late delivery,Consumer,35.81321335,-78.87046814,Hubli,11/16/2015 11:38,54736.0,4.0,Karnataka,COMPLETE,11/18/2015 11:38,First Class,464.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Consumer,35.81321335,-78.87046814,Hubli,11/16/2015 11:38,54737.0,1.0,Karnataka,COMPLETE,11/18/2015 11:38,First Class,464.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2.0,4.0,Advance shipping,Corporate,29.54194069,-95.60385132,Durg,11/13/2015 14:58,54260.0,2.0,Chhattisgarh,PENDING,11/15/2015 14:58,Standard Class,532.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2.0,4.0,Advance shipping,Corporate,29.54194069,-95.60385132,Durg,11/13/2015 14:58,54262.0,2.0,Chhattisgarh,PENDING,11/15/2015 14:58,Standard Class,532.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2.0,4.0,Advance shipping,Corporate,29.54194069,-95.60385132,Durg,11/13/2015 14:58,54261.0,1.0,Chhattisgarh,PENDING,11/15/2015 14:58,Standard Class,532.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,4.0,Advance shipping,Corporate,29.54194069,-95.60385132,Durg,11/13/2015 14:58,54263.0,1.0,Chhattisgarh,PENDING,11/15/2015 14:58,Standard Class,532.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,2.0,Shipping on time,Consumer,18.35910034,-66.07789612,Jhansi,03-07-2016 05:10,73925.0,1.0,Uttar Pradesh,PENDING,03-09-2016 05:10,Second Class,551.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2.0,2.0,Shipping on time,Consumer,18.35910034,-66.07789612,Jhansi,03-07-2016 05:10,73924.0,1.0,Uttar Pradesh,PENDING,03-09-2016 05:10,Second Class,551.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
2.0,2.0,Shipping on time,Consumer,18.35910034,-66.07789612,Jhansi,03-07-2016 05:10,73927.0,1.0,Uttar Pradesh,PENDING,03-09-2016 05:10,Second Class,551.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2.0,2.0,Shipping on time,Consumer,18.35910034,-66.07789612,Jhansi,03-07-2016 05:10,73926.0,1.0,Uttar Pradesh,PENDING,03-09-2016 05:10,Second Class,551.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2.0,4.0,Advance shipping,Consumer,40.20003891,-77.24391937,Kanpur,02-04-2016 16:26,68576.0,1.0,Uttar Pradesh,PENDING,02-06-2016 16:26,Standard Class,558.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2.0,4.0,Advance shipping,Consumer,40.20003891,-77.24391937,Kanpur,02-04-2016 16:26,68575.0,4.0,Uttar Pradesh,PENDING,02-06-2016 16:26,Standard Class,558.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
2.0,4.0,Advance shipping,Consumer,40.20003891,-77.24391937,Kanpur,02-04-2016 16:26,68574.0,2.0,Uttar Pradesh,PENDING,02-06-2016 16:26,Standard Class,558.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2.0,4.0,Advance shipping,Consumer,40.20003891,-77.24391937,Kanpur,02-04-2016 16:26,68577.0,3.0,Uttar Pradesh,PENDING,02-06-2016 16:26,Standard Class,558.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2.0,4.0,Advance shipping,Consumer,18.35910034,-66.07790375,Bangalore,12/17/2015 13:31,60096.0,4.0,Karnataka,COMPLETE,12/19/2015 13:31,Standard Class,604.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2.0,4.0,Advance shipping,Consumer,18.35910034,-66.07790375,Bangalore,12/17/2015 13:31,60097.0,1.0,Karnataka,COMPLETE,12/19/2015 13:31,Standard Class,604.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
4.0,4.0,Shipping on time,Corporate,29.77217293,-95.18963623,Fatehpur,11/15/2015 23:43,54653.0,1.0,Rajastan,ON_HOLD,11/19/2015 23:43,Standard Class,619.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
4.0,4.0,Shipping on time,Corporate,29.77217293,-95.18963623,Fatehpur,11/15/2015 23:43,54652.0,1.0,Rajastan,ON_HOLD,11/19/2015 23:43,Standard Class,619.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
4.0,4.0,Shipping on time,Corporate,29.77217293,-95.18963623,Fatehpur,11/15/2015 23:43,54651.0,3.0,Rajastan,ON_HOLD,11/19/2015 23:43,Standard Class,619.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
4.0,4.0,Shipping on time,Corporate,29.77217293,-95.18963623,Fatehpur,11/15/2015 23:43,54650.0,5.0,Rajastan,ON_HOLD,11/19/2015 23:43,Standard Class,619.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Shipping canceled,Consumer,18.35900497,-66.07785797,Jhansi,03-03-2016 22:42,73354.0,1.0,Uttar Pradesh,CANCELED,03-06-2016 22:42,Standard Class,620.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Shipping canceled,Consumer,18.35900497,-66.07785797,Jhansi,03-03-2016 22:42,73355.0,2.0,Uttar Pradesh,CANCELED,03-06-2016 22:42,Standard Class,620.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Shipping canceled,Consumer,18.35900497,-66.07785797,Jhansi,03-03-2016 22:42,73356.0,4.0,Uttar Pradesh,CANCELED,03-06-2016 22:42,Standard Class,620.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Shipping canceled,Consumer,18.35900497,-66.07785797,Jhansi,03-03-2016 22:42,73353.0,1.0,Uttar Pradesh,CANCELED,03-06-2016 22:42,Standard Class,620.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,1.0,Late delivery,Corporate,18.35909081,-66.07790375,Srinagar,03-10-2016 06:23,74437.0,3.0,Jammu y Cachemira,PENDING_PAYMENT,03-12-2016 06:23,First Class,622.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2.0,1.0,Late delivery,Corporate,18.35909081,-66.07790375,Srinagar,03-10-2016 06:23,74438.0,3.0,Jammu y Cachemira,PENDING_PAYMENT,03-12-2016 06:23,First Class,622.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2.0,1.0,Late delivery,Home Office,33.94857025,-117.4247208,Tiruchchirappalli,2/23/2016 3:16,71703.0,1.0,Tamil Nadu,COMPLETE,2/25/2016 3:16,First Class,634.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2.0,1.0,Late delivery,Home Office,33.94857025,-117.4247208,Tiruchchirappalli,2/23/2016 3:16,71700.0,1.0,Tamil Nadu,COMPLETE,2/25/2016 3:16,First Class,634.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Home Office,33.94857025,-117.4247208,Tiruchchirappalli,2/23/2016 3:16,71702.0,2.0,Tamil Nadu,COMPLETE,2/25/2016 3:16,First Class,634.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Home Office,33.94857025,-117.4247208,Tiruchchirappalli,2/23/2016 3:16,71701.0,3.0,Tamil Nadu,COMPLETE,2/25/2016 3:16,First Class,634.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Home Office,33.94857025,-117.4247208,Tiruchchirappalli,2/23/2016 3:16,71699.0,2.0,Tamil Nadu,COMPLETE,2/25/2016 3:16,First Class,634.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
4.0,4.0,Shipping on time,Home Office,18.35911751,-66.07787323,Chandigarh,02-10-2016 22:01,69618.0,3.0,Chandigarh,PENDING_PAYMENT,2/14/2016 22:01,Standard Class,644.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
4.0,4.0,Shipping on time,Home Office,18.35911751,-66.07787323,Chandigarh,02-10-2016 22:01,69617.0,1.0,Chandigarh,PENDING_PAYMENT,2/14/2016 22:01,Standard Class,644.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
6.0,4.0,Late delivery,Home Office,29.51066399,-98.54441071,Solapur,11-05-2015 13:56,52846.0,1.0,Maharashtra,COMPLETE,11-11-2015 13:56,Standard Class,664.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Home Office,29.51066399,-98.54441071,Solapur,11-05-2015 13:56,52844.0,1.0,Maharashtra,COMPLETE,11-11-2015 13:56,Standard Class,664.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Home Office,29.51066399,-98.54441071,Solapur,11-05-2015 13:56,52848.0,3.0,Maharashtra,COMPLETE,11-11-2015 13:56,Standard Class,664.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Home Office,29.51066399,-98.54441071,Solapur,11-05-2015 13:56,52845.0,1.0,Maharashtra,COMPLETE,11-11-2015 13:56,Standard Class,664.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Home Office,29.51066399,-98.54441071,Solapur,11-05-2015 13:56,52847.0,1.0,Maharashtra,COMPLETE,11-11-2015 13:56,Standard Class,664.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Corporate,18.24757767,-66.02545929,Visakhapatnam,12-12-2015 08:27,59203.0,1.0,Andhra Pradesh,PROCESSING,12/14/2015 8:27,First Class,670.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Corporate,18.24757767,-66.02545929,Visakhapatnam,12-12-2015 08:27,59200.0,3.0,Andhra Pradesh,PROCESSING,12/14/2015 8:27,First Class,670.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Corporate,18.24757767,-66.02545929,Visakhapatnam,12-12-2015 08:27,59201.0,3.0,Andhra Pradesh,PROCESSING,12/14/2015 8:27,First Class,670.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2.0,1.0,Late delivery,Corporate,18.24757767,-66.02545929,Visakhapatnam,12-12-2015 08:27,59202.0,5.0,Andhra Pradesh,PROCESSING,12/14/2015 8:27,First Class,670.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2.0,1.0,Late delivery,Consumer,25.91908455,-97.47012329,Saharanpur,2/23/2016 19:44,71814.0,1.0,Uttar Pradesh,CLOSED,2/25/2016 19:44,First Class,674.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Consumer,25.91908455,-97.47012329,Saharanpur,2/23/2016 19:44,71813.0,4.0,Uttar Pradesh,CLOSED,2/25/2016 19:44,First Class,674.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2.0,1.0,Late delivery,Consumer,25.91908455,-97.47012329,Saharanpur,2/23/2016 19:44,71812.0,4.0,Uttar Pradesh,CLOSED,2/25/2016 19:44,First Class,674.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Consumer,25.91908455,-97.47012329,Saharanpur,2/23/2016 19:44,71815.0,5.0,Uttar Pradesh,CLOSED,2/25/2016 19:44,First Class,674.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Consumer,25.91908455,-97.47012329,Saharanpur,2/23/2016 19:44,71816.0,5.0,Uttar Pradesh,CLOSED,2/25/2016 19:44,First Class,674.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
3.0,4.0,Advance shipping,Corporate,42.6516571,-83.60984039,Ludhiana,01-07-2016 00:21,63665.0,1.0,Punyab,PENDING_PAYMENT,01-10-2016 00:21,Standard Class,684.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
3.0,4.0,Advance shipping,Corporate,42.6516571,-83.60984039,Ludhiana,01-07-2016 00:21,63666.0,2.0,Punyab,PENDING_PAYMENT,01-10-2016 00:21,Standard Class,684.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2.0,2.0,Shipping on time,Home Office,32.90361786,-117.0988388,Chennai,12/17/2015 1:15,60036.0,5.0,Tamil Nadu,PENDING_PAYMENT,12/19/2015 1:15,Second Class,686.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,2.0,Shipping on time,Home Office,32.90361786,-117.0988388,Chennai,12/17/2015 1:15,60034.0,1.0,Tamil Nadu,PENDING_PAYMENT,12/19/2015 1:15,Second Class,686.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,2.0,Shipping on time,Home Office,32.90361786,-117.0988388,Chennai,12/17/2015 1:15,60035.0,1.0,Tamil Nadu,PENDING_PAYMENT,12/19/2015 1:15,Second Class,686.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2.0,2.0,Shipping on time,Home Office,32.90361786,-117.0988388,Chennai,12/17/2015 1:15,60032.0,1.0,Tamil Nadu,PENDING_PAYMENT,12/19/2015 1:15,Second Class,686.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
